gene,c6_chrom,start,end,gene_ID,Type,Synonyms
VC0252,1,259839,260405,rfbO,CDS,""
VCSEN_ancRNA39,1,260427,260769,"",misc_RNA,""
VC0253,1,260555,260635,"",fCDS,""
VCSEN_aTSS191,1,260769,260769,"",misc_feature,""
VIBCH10237,1,260793,260990,rfbQ,fCDS,""
VC0254,1,260997,261701,rfbR,fCDS,""
VCSEN_ancRNA40,1,261500,262167,"",misc_RNA,""
VC0255,1,262098,262319,"",fCDS,""
VCSEN_aTSS193,1,262167,262167,"",misc_feature,""
VC0256,1,262326,262670,insN,CDS,""
VC0257,1,262667,263539,"",CDS,""
VCSEN_ancRNA41,1,263168,263237,"",misc_RNA,""
VCSEN_aTSS195,1,263237,263237,"",misc_feature,""
VC0258,1,263536,264219,"",fCDS,""
VC0259,1,264254,265366,wbeU,CDS,rfbV
VC0260,1,265374,267239,wbeV,CDS,rfbU
VCSEN_aTSS2517,1,266295,266295,"",misc_feature,""
VCSEN_ancRNA42,1,266295,266567,"",misc_RNA,""
VCSEN_aTSS2519,1,266661,266661,"",misc_feature,""
VCSEN_ancRNA43,1,266661,267272,"",misc_RNA,""
VCSEN_aTSS2521,1,267269,267269,"",misc_feature,""
VC0261,1,267300,267440,"",CDS,""
VCSEN_aTSS197,1,267307,267307,"",misc_feature,""
VCSEN_aTSS2523,1,267308,267308,"",misc_feature,""
VC0262,1,267392,268363,galE,CDS,""
VCSEN_ancRNA44,1,267663,267938,"",misc_RNA,""
VCSEN_aTSS199,1,267938,267938,"",misc_feature,""
VC0263,1,268371,268925,wbeW,CDS,""
VCSEN_aTSS2525,1,268928,268928,"",misc_feature,""
VC0264,1,269119,270435,rjg,CDS,""
VC0265,1,270697,271935,"",CDS,""
VCSEN_aTSS201,1,271956,271956,"",misc_feature,""
VC0266,1,271990,272562,"",CDS,""
VC0267,1,272562,273485,"",CDS,""
VCSEN_aTSS2527,1,273530,273530,"",misc_feature,""
VC0268,1,273559,274146,yjaG,CDS,cycC
VCSEN_aTSS203,1,273604,273604,"",misc_feature,""
VCSEN_ancRNA45,1,274003,274629,"",misc_RNA,""
VCSEN_aTSS2529,1,274344,274344,"",misc_feature,""
VCSEN_aTSS2531,1,274486,274486,"",misc_feature,""
VC0269,1,274509,275708,manA,CDS,""
VCSEN_aTSS205,1,274629,274629,"",misc_feature,""
VCSEN_ancRNA46,1,275440,275552,"",misc_RNA,""
VCSEN_aTSS207,1,275552,275552,"",misc_feature,""
VCSEN_aTSS2533,1,275598,275598,"",misc_feature,""
VCSEN_aTSS2535,1,275711,275711,"",misc_feature,""
VC0270,1,275767,276654,mak,CDS,""
VC0271,1,277002,278060,"",CDS,""
VCSEN_aTSS209,1,278234,278234,"",misc_feature,""
VCSEN_aTSS2537,1,278400,278400,"",misc_feature,""
VC0273,1,278432,278704,hupA,CDS,""
VCSEN_aTSS2539,1,278723,278723,"",misc_feature,""
VC0274,1,278750,279439,"",CDS,""
VC0275,1,279539,280828,purD,CDS,""
VC0276,1,280887,282479,purH,CDS,""
VCSEN_aTSS2541,1,282451,282451,"",misc_feature,""
VCSEN_aTSS211,1,282614,282614,"",misc_feature,""
VC0277,1,282765,283166,zntR,CDS,""
VCSEN_ancRNA47,1,283007,283139,"",misc_RNA,""
VCSEN_aTSS213,1,283139,283139,"",misc_feature,""
VCSEN_aTSS2543,1,283318,283318,"",misc_feature,""
VC0278,1,283393,284952,"",CDS,""
VC0279,1,285375,285503,"",CDS,""
VC0280,1,285652,286989,cadB,CDS,""
VC0281,1,287099,289234,cadA,CDS,""
VC0282,1,289352,290992,"",CDS,""
VCSEN_aTSS2545,1,289543,289543,"",misc_feature,""
VCSEN_ancRNA48,1,289543,289733,"",misc_RNA,""
VCSEN_aTSS215,1,291039,291039,"",misc_feature,""
VC0283,1,291257,291934,"",CDS,""
VCSEN_aTSS2547,1,291884,291884,"",misc_feature,""
VCSEN_ancRNA49,1,291884,292061,"",misc_RNA,""
VC0284,1,291955,292446,"",CDS,""
VCSEN_aTSS217,1,294061,294061,"",misc_feature,""
VC0285,1,294219,294824,eda,CDS,""
VC0286,1,294837,296213,"",CDS,""
VCSEN_aTSS219,1,296268,296268,"",misc_feature,""
VCSEN_aTSS2549,1,296307,296307,"",misc_feature,""
VC0287,1,296367,296882,idnK,CDS,""
VC0288,1,296879,298675,edd,CDS,""
VC0289,1,298752,299750,gntR,CDS,""
VCSEN_aTSS221,1,299779,299779,"",misc_feature,""
VC0290,1,299889,300185,fis,CDS,""
VC0291,1,300209,301177,dusB,CDS,""
VC0292,1,301185,301277,"",CDS,""
VCSEN_aTSS223,1,301205,301205,"",misc_feature,""
VC0293,1,301317,302204,prmA,CDS,""
VCSEN_aTSS225,1,302231,302231,"",misc_feature,""
VC0295,1,302413,303756,accC,CDS,""
VC0296,1,303771,304232,accB,CDS,""
VCSEN_aTSS227,1,304286,304286,"",misc_feature,""
VC0297,1,304289,304741,aroQ,CDS,""
VCSEN_aTSS229,1,304334,304334,"",misc_feature,""
VCSEN_aTSS2551,1,304650,304650,"",misc_feature,""
VCSEN_ancRNA50,1,304650,305471,"",misc_RNA,""
VCSEN_aTSS231,1,304844,304844,"",misc_feature,""
VC0298,1,305121,307070,acs,CDS,""
VCSEN_aTSS233,1,307145,307145,"",misc_feature,""
VC0299,1,307273,307902,"",CDS,""
VCSEN_aTSS2553,1,307420,307420,"",misc_feature,""
VCSEN_ancRNA51,1,307420,307973,"",misc_RNA,""
VC0300,1,307911,309734,"",CDS,""
VCSEN_aTSS235,1,309761,309761,"",misc_feature,""
VCSEN_aTSS2555,1,309961,309961,"",misc_feature,""
VC0302,1,309994,311184,"",CDS,""
VCSEN_ancRNA52,1,311163,311588,"",misc_RNA,""
VCSEN_aTSS2557,1,311230,311230,"",misc_feature,""
VC0303,1,311277,314720,"",CDS,""
VCSEN_aTSS237,1,311588,311588,"",misc_feature,""
VC0304,1,314843,316336,gppA,CDS,""
VC0305,1,316344,317660,rhlB,CDS,""
VCSEN_aTSS2559,1,317403,317403,"",misc_feature,""
VCSEN_aTSS239,1,317660,317660,"",misc_feature,""
VCSEN_aTSS2561,1,317718,317718,"",misc_feature,""
VC0306,1,317772,318098,trxA,CDS,""
VCSEN_ancRNA53,1,317836,318241,"",misc_RNA,""
VCSEN_aTSS2563,1,318181,318181,"",misc_feature,""
VCSEN_aTSS2565,1,318200,318200,"",misc_feature,""
VCSEN_aTSS241,1,318241,318241,"",misc_feature,""
VC0307,1,318296,319555,rho,CDS,""
VCSEN_ancRNA54,1,319358,319542,"",misc_RNA,""
VCSEN_aTSS243,1,319542,319542,"",misc_feature,""
VCSEN_aTSS2567,1,319634,319634,"",misc_feature,""
VC0308,1,319654,320646,"",CDS,""
VCSEN_ancRNA55,1,319802,320062,"",misc_RNA,""
VCSEN_aTSS245,1,320062,320062,"",misc_feature,""
VCSEN_aTSS2569,1,320703,320703,"",misc_feature,""
VC0309,1,320728,322569,"",CDS,""
VCSEN_aTSS2571,1,322477,322477,"",misc_feature,""
VC0311,1,322566,322835,"",CDS,""
VCSEN_aTSS2573,1,322757,322757,"",misc_feature,""
VC0312,1,322851,323561,fre,CDS,""
VIBCH10294,1,323869,323961,"",CDS,""
VCr007,1,324147,325681,16Sc,rRNA,""
VCt011,1,325745,325821,tRNA-Ile-2,tRNA,""
VCt012,1,325830,325905,tRNA-Ala-3,tRNA,""
VCr008,1,326193,329079,23Sc,rRNA,""
VCr009,1,329207,329324,5Sc,rRNA,""
VCt013,1,329350,329426,tRNA-Asp-2,tRNA,""
VCSEN_ancRNA56,1,329483,329689,"",misc_RNA,""
VCSEN_aTSS247,1,329689,329689,"",misc_feature,""
VC0315,1,329711,331051,pssA,CDS,""
VCSEN_aTSS2575,1,330527,330527,"",misc_feature,""
VCSEN_ancRNA57,1,330527,330914,"",misc_RNA,""
VCSEN_aTSS249,1,331087,331087,"",misc_feature,""
VC0317,1,331146,331592,"",CDS,""
VCSEN_aTSS2577,1,331611,331611,"",misc_feature,""
VC0318,1,331635,332678,murB,CDS,""
VCSEN_aTSS251,1,331772,331772,"",misc_feature,""
VC0319,1,332675,333637,birA,CDS,""
VC0320,1,333687,334625,coaA,CDS,""
VCSEN_aTSS2579,1,334620,334620,"",misc_feature,""
VCSEN_ancRNA58,1,334620,334762,"",misc_RNA,""
VCSEN_aTSS253,1,334641,334641,"",misc_feature,""
VCt014,1,334819,334894,tRNA-Thr-2,tRNA,""
VCt015,1,334930,335014,tRNA-Tyr-1,tRNA,""
VCt016,1,335050,335124,tRNA-Gly-3,tRNA,""
VCt017,1,335138,335213,tRNA-Thr-3,tRNA,""
VCSEN_aTSS2581,1,335253,335253,"",misc_feature,""
VC0321,1,335326,336510,tufA,CDS,""
VCSEN_aTSS2583,1,336550,336550,"",misc_feature,""
VCSEN_aTSS2585,1,336673,336673,"",misc_feature,""
VC0322,1,336734,337114,secE,CDS,""
VC0323,1,337130,337678,nusG,CDS,""
VCSEN_aTSS2587,1,337731,337731,"",misc_feature,""
VC0324,1,337809,338237,rplK,CDS,""
VC0325,1,338242,338943,rplA,CDS,""
VCSEN_aTSS2589,1,338947,338947,"",misc_feature,""
VCSEN_aTSS2591,1,338982,338982,"",misc_feature,""
VCSEN_aTSS2593,1,339138,339138,"",misc_feature,""
VC0326,1,339213,339701,rplJ,CDS,""
VCSEN_aTSS2595,1,339739,339739,"",misc_feature,""
VC0327,1,339768,340133,rplL,CDS,""
VC0328,1,340374,344399,rpoB,CDS,""
VC0329,1,344504,348709,rpoC,CDS,"tabD, tabB"
VC0330,1,348820,349308,"",CDS,""
VCSEN_aTSS2597,1,349384,349384,"",misc_feature,""
VCSEN_aTSS255,1,349392,349392,"",misc_feature,""
VCSEN_aTSS257,1,349438,349438,"",misc_feature,""
VCSEN_aTSS2599,1,349467,349467,"",misc_feature,""
VC0331,1,349492,350268,nudC,CDS,""
VCSEN_ancRNA59,1,350274,350369,"",misc_RNA,""
VCSEN_aTSS259,1,350369,350369,"",misc_feature,""
VCSEN_aTSS2601,1,350479,350479,"",misc_feature,""
VC0332,1,350523,351590,hemE,CDS,""
VCSEN_aTSS2603,1,351660,351660,"",misc_feature,""
VC0333,1,351689,352324,"",CDS,""
VC0334,1,352411,353370,"",CDS,""
VC0335,1,353367,354515,envC,CDS,""
VCSEN_aTSS261,1,354551,354551,"",misc_feature,""
VC0336,1,354684,356216,gpmI,CDS,""
VCSEN_aTSS263,1,356259,356259,"",misc_feature,""
VCSEN_aTSS2605,1,356285,356285,"",misc_feature,""
VCSEN_ancRNA60,1,356285,357199,"",misc_RNA,""
VCSEN_aTSS265,1,356293,356293,"",misc_feature,""
VC0337,1,356359,357246,"",CDS,""
VCSEN_aTSS267,1,356403,356403,"",misc_feature,""
VCSEN_aTSS2607,1,356471,356471,"",misc_feature,""
VCSEN_ancRNA636,1,356471,357199,"",misc_RNA,""
VCSEN_aTSS2609,1,357202,357202,"",misc_feature,""
VCSEN_ancRNA61,1,357202,357700,"",misc_RNA,""
VC0338,1,357398,358813,"",CDS,""
VCSEN_aTSS269,1,358838,358838,"",misc_feature,""
VC0339,1,359021,359878,psd,CDS,""
VC0340,1,359871,361034,"",CDS,""
VCSEN_aTSS271,1,361108,361108,"",misc_feature,""
VCSEN_aTSS2611,1,361123,361123,"",misc_feature,""
VC0341,1,361157,361702,orn,CDS,""
VCt018,1,361861,361936,tRNA-Gly-4,tRNA,""
VCt019,1,361971,362046,tRNA-Gly-5,tRNA,""
VCt020,1,362203,362278,tRNA-Gly-6,tRNA,""
VCt021,1,362318,362394,tRNA-Met-4,tRNA,""
VCt022,1,362429,362504,tRNA-Gly-7,tRNA,""
VCt023,1,362691,362767,tRNA-Met-5,tRNA,""
VCt024,1,362810,362886,tRNA-Met-6,tRNA,""
VCt025,1,362929,363005,tRNA-Met-7,tRNA,""
VC0342,1,363575,364684,"",CDS,""
VCSEN_aTSS2613,1,363688,363688,"",misc_feature,""
VCSEN_ancRNA62,1,363688,364690,"",misc_RNA,""
VCSEN_aTSS273,1,364705,364705,"",misc_feature,""
VCSEN_aTSS2615,1,364841,364841,"",misc_feature,""
VCSEN_aTSS2617,1,364867,364867,"",misc_feature,""
VC0343,1,364889,365353,"",CDS,""
VC0344,1,365347,367065,amiB,CDS,""
VCSEN_aTSS2619,1,366994,366994,"",misc_feature,""
VC0345,1,367072,369033,mutL,CDS,""
VCSEN_aTSS2621,1,368914,368914,"",misc_feature,""
VC0346,1,369030,369977,miaA,CDS,trpX
VCSEN_aTSS2623,1,369567,369567,"",misc_feature,""
VCSEN_aTSS2625,1,369691,369691,"",misc_feature,""
VCSEN_aTSS2627,1,369985,369985,"",misc_feature,""
VC0347,1,370149,370412,hfq,CDS,""
VC0348,1,370445,371734,hflX,CDS,""
VCSEN_aTSS2629,1,371335,371335,"",misc_feature,""
VCSEN_aTSS2631,1,371695,371695,"",misc_feature,""
VC0349,1,371780,372967,hflK,CDS,"hflA, hslY"
VC0350,1,372970,373950,hflC,CDS,hflA
VC0351,1,374011,374199,"",CDS,""
VC0352,1,374240,374458,slyX,CDS,""
VC0353,1,374470,375453,"",CDS,""
VCSEN_aTSS2633,1,375013,375013,"",misc_feature,""
VCSEN_ancRNA63,1,375013,375510,"",misc_RNA,""
VCSEN_aTSS2635,1,375449,375449,"",misc_feature,""
VCSEN_aTSS275,1,375476,375476,"",misc_feature,""
VCSEN_aTSS277,1,375495,375495,"",misc_feature,""
VCSEN_aTSS2637,1,375513,375513,"",misc_feature,""
VC0354,1,375590,376369,fkpA,CDS,""
VCSEN_aTSS2639,1,376502,376502,"",misc_feature,""
VCSEN_aTSS2641,1,376533,376533,"",misc_feature,""
VC0355,1,376574,377290,"",CDS,""
VC0356,1,377287,377682,tusD,CDS,""
VC0357,1,377679,378035,tusC,CDS,""
VC0358,1,378045,378320,"",CDS,""
VCSEN_ancRNA64,1,378403,378604,"",misc_RNA,""
VCSEN_aTSS2643,1,378426,378426,"",misc_feature,""
VC0359,1,378505,378879,rpsL,CDS,"asuB, strA"
VCSEN_aTSS279,1,378604,378604,"",misc_feature,""
VCSEN_aTSS2645,1,378932,378932,"",misc_feature,""
VC0360,1,378995,379465,rpsG,CDS,K12
VCSEN_aTSS2647,1,379227,379227,"",misc_feature,""
VC0361,1,379541,381637,fusA,CDS,""
VCSEN_aTSS2649,1,381699,381699,"",misc_feature,""
VC0362,1,381760,382944,tufA,CDS,""
VCSEN_ancRNA65,1,382976,383140,"",misc_RNA,""
VCSEN_aTSS281,1,383140,383140,"",misc_feature,""
VCSEN_aTSS2651,1,383225,383225,"",misc_feature,""
VC0364,1,383247,383435,bfd,CDS,""
VCSEN_aTSS2653,1,383483,383483,"",misc_feature,""
VC0365,1,383505,383981,bfr,CDS,""
VCSEN_aTSS2655,1,384101,384101,"",misc_feature,""
VC0366,1,384193,384561,rpsF,CDS,sdgH
VC0367,1,384569,384871,priB,CDS,""
VC0368,1,384887,385114,rpsR,CDS,""
VC0369,1,385148,385597,rplI,CDS,""
VC0370,1,385659,386423,"",CDS,""
VCSEN_aTSS2657,1,386244,386244,"",misc_feature,""
VCSEN_ancRNA66,1,386244,386453,"",misc_RNA,""
VCSEN_aTSS283,1,386447,386447,"",misc_feature,""
VCSEN_aTSS2659,1,386452,386452,"",misc_feature,""
VCSEN_aTSS2661,1,386568,386568,"",misc_feature,""
VC0371,1,386594,388000,dnaB,CDS,""
VC0372,1,388014,389099,alr1,CDS,""
VC0373,1,389182,389601,"",CDS,""
VCSEN_aTSS2663,1,389411,389411,"",misc_feature,""
VCSEN_ancRNA67,1,389411,389718,"",misc_RNA,""
VCSEN_aTSS285,1,389635,389635,"",misc_feature,""
VCSEN_aTSS2665,1,389659,389659,"",misc_feature,""
VCSEN_aTSS2667,1,389808,389808,"",misc_feature,""
VC0374,1,389886,391538,pgi,CDS,""
VC0375,1,391571,391678,"",CDS,""
VC0376,1,391741,392919,"",CDS,""
VC0377,1,393036,393497,"",CDS,""
VC0378,1,393507,393965,zur,CDS,""
VCSEN_aTSS287,1,393615,393615,"",misc_feature,""
VCSEN_aTSS289,1,393983,393983,"",misc_feature,""
VCSEN_aTSS291,1,394077,394077,"",misc_feature,""
VCSEN_aTSS2669,1,394270,394270,"",misc_feature,""
VC0379,1,394329,395312,dusA,CDS,""
VC0380,1,395326,395448,"",CDS,""
VCSEN_aTSS2671,1,395453,395453,"",misc_feature,""
VIBCH10360,1,395473,395685,"",CDS,""
VCSEN_aTSS2673,1,395615,395615,"",misc_feature,""
VCSEN_aTSS2675,1,395735,395735,"",misc_feature,""
VC0381,1,395774,396439,"",CDS,""
VCSEN_aTSS2677,1,396533,396533,"",misc_feature,""
VC0383,1,396560,396790,"",CDS,""
VC0384,1,396876,398720,cysJ,CDS,cysP
VC0385,1,398720,400453,cysI,CDS,cysQ
VC0386,1,400446,401207,cysH,CDS,""
VCSEN_aTSS2679,1,401435,401435,"",misc_feature,""
VIBCH10366,1,401492,401584,"",CDS,""
VC0388,1,401597,401716,"",CDS,""
VCr010,1,401751,403286,16Sd,rRNA,""
VCt026,1,403350,403426,tRNA-Ile-3,tRNA,""
VCt027,1,403435,403511,tRNA-Ala-4,tRNA,""
VCr011,1,403799,406685,23Sd,rRNA,""
VCr012,1,406813,406930,5Sd,rRNA,""
VCt028,1,406956,407032,tRNA-Asp-3,tRNA,""
VC0389,1,407506,408840,"",CDS,""
VCSEN_aTSS293,1,408868,408868,"",misc_feature,""
VCSEN_aTSS2681,1,408945,408945,"",misc_feature,""
VCSEN_aTSS2683,1,409010,409010,"",misc_feature,""
VC0390,1,409037,412717,metH,CDS,""
VC0391,1,412790,414145,lysC,CDS,""
VCSEN_ancRNA68,1,414256,414437,"",misc_RNA,""
VCSEN_aTSS295,1,414437,414437,"",misc_feature,""
VCSEN_aTSS2685,1,414583,414583,"",misc_feature,""
VC0392,1,414609,415727,"",CDS,""
VC0393,1,415806,417590,"",CDS,""
VCSEN_aTSS2687,1,416014,416014,"",misc_feature,""
VCSEN_ancRNA69,1,416014,416550,"",misc_RNA,""
VCSEN_aTSS2689,1,416682,416682,"",misc_feature,""
VCSEN_ancRNA70,1,416682,417620,"",misc_RNA,""
VC0394,1,417655,420477,uvrA,CDS,""
VCSEN_aTSS297,1,417909,417909,"",misc_feature,""
VCSEN_aTSS2691,1,418293,418293,"",misc_feature,""
VCSEN_ancRNA71,1,418293,418741,"",misc_RNA,""
VCSEN_aTSS2693,1,419587,419587,"",misc_feature,""
VCSEN_ancRNA72,1,419587,420550,"",misc_RNA,""
VCSEN_aTSS299,1,420503,420503,"",misc_feature,""
VC0395,1,420633,421508,gtaB,CDS,""
VCSEN_aTSS301,1,421542,421542,"",misc_feature,""
VC0396,1,421678,422322,qstR,CDS,""
VCSEN_aTSS2695,1,422571,422571,"",misc_feature,""
VC0397,1,422614,423147,ssb,CDS,"exrB, lexC"
VCSEN_ancRNA73,1,423201,423402,"",misc_RNA,""
VCSEN_aTSS2697,1,423204,423204,"",misc_feature,""
VC0398,1,423271,425283,"",CDS,""
VCSEN_aTSS303,1,423402,423402,"",misc_feature,""
VC0399,1,425296,426735,mshD,CDS,""
VC0400,1,426732,427382,mshJ,CDS,""
VC0401,1,427375,427692,mshK,CDS,""
VC0402,1,427707,429386,mshD,CDS,""
VC0403,1,429391,430236,mshM,CDS,""
VC0404,1,430215,431384,mshD,CDS,""
VC0405,1,431374,433101,mshE,CDS,""
VC0406,1,433110,434333,mshG,CDS,""
VCSEN_aTSS2699,1,434217,434217,"",misc_feature,""
VC0407,1,434336,434788,"",CDS,""
VCSEN_aTSS2701,1,434631,434631,"",misc_feature,""
VCSEN_aTSS2703,1,434842,434842,"",misc_feature,""
VC0408,1,434869,435423,mshB,CDS,""
VCSEN_aTSS2705,1,435375,435375,"",misc_feature,""
VCSEN_aTSS2707,1,435389,435389,"",misc_feature,""
VC0409,1,435458,435985,fimA,CDS,""
VCSEN_aTSS2709,1,435893,435893,"",misc_feature,""
VC0410,1,436022,436510,mshC,CDS,""
VC0411,1,436458,437069,"",CDS,""
VC0412,1,437069,437839,mshO,CDS,""
VCSEN_ancRNA74,1,437104,437576,"",misc_RNA,""
VCSEN_aTSS305,1,437576,437576,"",misc_feature,""
VCSEN_aTSS2711,1,437651,437651,"",misc_feature,""
VC0413,1,437811,438236,mshP,CDS,""
VC0414,1,438229,441987,vcfQ,CDS,""
VCSEN_aTSS2713,1,442115,442115,"",misc_feature,""
VC0415,1,442155,443198,mreB,CDS,""
VC0416,1,443255,444145,mreC,CDS,""
VC0417,1,444132,444620,mreD,CDS,""
VCSEN_aTSS2715,1,444377,444377,"",misc_feature,""
VC0418,1,444617,445180,maf,CDS,""
VC0419,1,445206,446675,rng,CDS,""
VC0420,1,446688,450563,"",CDS,""
VC0421,1,450572,451399,"",CDS,""
VCSEN_aTSS2717,1,450814,450814,"",misc_feature,""
VC0422,1,451399,452844,tldD,CDS,""
VC0423,1,452940,454163,arcA,CDS,""
VCSEN_aTSS307,1,454372,454372,"",misc_feature,""
VCSEN_aTSS2719,1,454853,454853,"",misc_feature,""
VC0424,1,454890,455312,"",CDS,""
VCSEN_aTSS2721,1,455435,455435,"",misc_feature,""
VC0425,1,455459,456256,"",CDS,""
VC0426,1,456325,456708,"",CDS,""
VC0427,1,456727,456837,"",CDS,""
VCSEN_aTSS309,1,456735,456735,"",misc_feature,""
VC0428,1,456859,457296,"",CDS,""
VC0429,1,457418,459982,"",CDS,""
VCSEN_aTSS311,1,457637,457637,"",misc_feature,""
VCSEN_aTSS2723,1,460002,460002,"",misc_feature,""
VCSEN_ancRNA75,1,460002,460100,"",misc_RNA,""
VC0430,1,460153,461139,"",CDS,""
VCSEN_aTSS2725,1,461153,461153,"",misc_feature,""
VCSEN_ancRNA76,1,461153,461310,"",misc_RNA,""
VCSEN_aTSS313,1,461225,461225,"",misc_feature,""
VC0431,1,461445,461915,argR,CDS,""
VCSEN_aTSS315,1,461948,461948,"",misc_feature,""
VCSEN_aTSS2727,1,462048,462048,"",misc_feature,""
VCSEN_aTSS2729,1,462091,462091,"",misc_feature,""
VC0432,1,462243,463178,mdh,CDS,""
VCSEN_aTSS2731,1,463475,463475,"",misc_feature,""
VC0433,1,463652,465058,arcD,CDS,""
VC0434,1,465207,466178,ispB,CDS,""
VCSEN_aTSS317,1,466228,466228,"",misc_feature,""
VCSEN_aTSS2733,1,466288,466288,"",misc_feature,""
VC0435,1,466449,466760,rplU,CDS,""
VC0436,1,466781,467041,rpmA,CDS,rpz
VCSEN_aTSS2735,1,467150,467150,"",misc_feature,""
VC0437,1,467264,468436,"",CDS,""
VCSEN_aTSS2737,1,468523,468523,"",misc_feature,""
VC0438,1,468558,469319,yjjP,CDS,""
VC0439,1,469319,469792,"",CDS,""
VCSEN_aTSS2739,1,469776,469776,"",misc_feature,""
VC0440,1,469805,470302,folA,CDS,""
VC0441,1,470451,471260,apaH,CDS,cfcB
VC0442,1,471271,471651,apaG,CDS,temP
VCSEN_aTSS319,1,471714,471714,"",misc_feature,""
VC0443,1,471723,472538,ksgA,CDS,""
VC0444,1,472552,473544,pdxA,CDS,""
VC0445,1,473534,474829,surA,CDS,""
VC0446,1,474882,477233,"",CDS,""
VCSEN_aTSS321,1,474882,474882,"",misc_feature,""
VCSEN_aTSS2741,1,475353,475353,"",misc_feature,""
VCSEN_ancRNA77,1,475353,475837,"",misc_RNA,""
VCSEN_aTSS2743,1,477080,477080,"",misc_feature,""
VCSEN_aTSS323,1,477308,477308,"",misc_feature,""
VC0447,1,477392,478246,djlA,CDS,""
VCt029,1,478401,478476,tRNA-Asn-2,tRNA,""
VCt030,1,478491,478566,tRNA-Thr-4,tRNA,""
VCt031,1,478595,478670,tRNA-Asn-3,tRNA,""
VCt032,1,478686,478761,tRNA-Thr-5,tRNA,""
VCt033,1,478803,478878,tRNA-Phe-1,tRNA,""
VC0449,1,479294,480919,"",CDS,""
VCSEN_aTSS2745,1,480775,480775,"",misc_feature,""
VCSEN_ancRNA78,1,480775,481152,"",misc_RNA,""
VCSEN_aTSS325,1,480977,480977,"",misc_feature,""
VCt034,1,481175,481250,tRNA-Asn-4,tRNA,""
VCt035,1,481288,481363,tRNA-Phe-2,tRNA,""
VCt036,1,481374,481449,tRNA-Thr-6,tRNA,""
VCt037,1,481498,481573,tRNA-Phe-3,tRNA,""
VC0450,1,481683,482810,mltC,CDS,""
VCSEN_aTSS327,1,482865,482865,"",misc_feature,""
VC0451,1,482912,483184,"",CDS,""
VC0452,1,483198,484259,mutY,CDS,""
VCSEN_aTSS329,1,484291,484291,"",misc_feature,""
VCSEN_aTSS2747,1,484293,484293,"",misc_feature,""
VCSEN_aTSS2749,1,484470,484470,"",misc_feature,""
VC0453,1,484499,485218,trmB,CDS,""
VC0454,1,485329,486249,glsA,CDS,""
VC0455,1,486470,487645,"",CDS,""
VCSEN_aTSS2751,1,487292,487292,"",misc_feature,""
VCSEN_ancRNA79,1,487292,487933,"",misc_RNA,""
VC0456,1,487639,488241,rdgB,CDS,""
VCSEN_aTSS331,1,488299,488299,"",misc_feature,""
VC0457,1,488311,488742,"",CDS,""
VC0458,1,488788,489078,"",CDS,""
VC0459,1,489078,489635,"",CDS,""
VCSEN_aTSS2753,1,489530,489530,"",misc_feature,""
VCSEN_ancRNA80,1,489530,489660,"",misc_RNA,""
VC0460,1,489689,490507,proC,CDS,""
VC0461,1,490560,491270,"",CDS,""
VCSEN_aTSS333,1,490782,490782,"",misc_feature,""
VCSEN_aTSS2755,1,491271,491271,"",misc_feature,""
VC0462,1,491296,492333,pilT,CDS,""
VCSEN_aTSS335,1,491367,491367,"",misc_feature,""
VC0463,1,492348,493454,pilU,CDS,""
VCSEN_aTSS2757,1,493544,493544,"",misc_feature,""
VC0464,1,493566,494369,"",CDS,""
VCSEN_aTSS2759,1,494459,494459,"",misc_feature,""
VC0465,1,494478,495758,tyrS1,CDS,""
VC0466,1,495796,496218,"",CDS,""
VC0467,1,496299,496862,"",CDS,""
VC0468,1,496898,497854,gshB,CDS,""
VC0469,1,497868,498599,rsmE,CDS,""
VCSEN_aTSS337,1,498676,498676,"",misc_feature,""
VC0470,1,498737,499432,dns,CDS,""
VC0471,1,499560,500048,sprT,CDS,""
VC0472,1,500170,501327,metK,CDS,""
VCSEN_aTSS339,1,501452,501452,"",misc_feature,""
VCSEN_aTSS2761,1,501641,501641,"",misc_feature,""
VC0473,1,501692,503689,tkt1,CDS,""
VC0474,1,503761,504657,irgB,CDS,""
VCSEN_aTSS341,1,504771,504771,"",misc_feature,""
VC0475,1,504802,506760,irgA,CDS,""
VCSEN_ancRNA81,1,505994,506229,"",misc_RNA,""
VCSEN_aTSS343,1,506229,506229,"",misc_feature,""
VCSEN_ancRNA82,1,506806,507499,"",misc_RNA,""
VCSEN_aTSS2763,1,506884,506884,"",misc_feature,""
VC0476,1,506912,507937,epd,CDS,""
VCSEN_aTSS345,1,507499,507499,"",misc_feature,""
VCSEN_aTSS2765,1,507746,507746,"",misc_feature,""
VCSEN_aTSS2767,1,507766,507766,"",misc_feature,""
VC0477,1,508086,509249,pgk,CDS,""
VCSEN_aTSS2769,1,509327,509327,"",misc_feature,""
VCSEN_aTSS2771,1,509371,509371,"",misc_feature,""
VC0478,1,509405,510481,fbaA,CDS,""
VCSEN_aTSS2773,1,510594,510594,"",misc_feature,""
VC0479,1,510669,510764,"",CDS,""
VC0480,1,510777,511640,mscS,CDS,""
VC0481,1,511704,512339,argO,CDS,""
VCSEN_aTSS347,1,512414,512414,"",misc_feature,""
VCSEN_aTSS2775,1,512474,512474,"",misc_feature,""
VC0482,1,512504,513400,iciA,CDS,""
VCSEN_aTSS2777,1,513165,513165,"",misc_feature,""
VCSEN_aTSS2779,1,513475,513475,"",misc_feature,""
